20,10,240
11
10
10
8
11
8
9
9
11
12
10
8
11
8
10
12
8
11
10
10
3,3
20,9
3,2
14,3
15,1
16,5
1,6
12,1
11,9
3,7
17,2
18,9
14,2
14,9
6,1
8,9
11,2
8,1
2,1
3,2
11,7
2,1
7,2
8,10
11,10
3,10
8,9
9,7
10,10
9,7
17,1
1,6
20,2
11,3
14,1
3,7
4,7
4,7
7,7
18,2
13,8
12,7
15,2
8,1
10,7
8,5
9,2
1,8
14,7
8,3
3,9
18,9
18,3
12,7
2,7
17,10
11,6
9,6
19,5
20,2
3,1
1,1
10,8
11,9
4,1
15,1
11,3
13,3
14,3
20,1
8,5
16,1
2,7
18,5
5,2
17,2
6,9
14,3
3,9
16,7
14,9
10,4
6,7
6,10
6,6
4,1
3,9
20,4
9,3
20,2
14,7
12,5
1,6
16,1
2,1
8,8
2,9
10,6
5,5
3,3
19,1
19,1
3,6
5,9
15,9
5,7
15,3
17,6
14,9
10,9
14,9
2,8
9,1
17,7
4,3
15,2
14,2
5,6
19,2
20,5
6,7
14,3
13,9
4,2
5,8
4,2
12,9
5,2
13,10
14,5
3,3
3,6
5,3
9,8
13,9
12,3
17,8
7,8
4,5
15,1
18,5
12,9
4,3
13,6
20,7
14,9
12,6
4,9
10,8
12,4
19,5
7,5
9,5
2,3
13,1
11,3
18,3
4,1
4,9
12,3
13,2
10,8
1,9
9,6
17,9
17,5
3,10
3,3
14,3
14,1
16,8
1,8
10,2
16,3
5,1
20,6
12,1
16,8
18,2
17,10
1,6
20,8
18,6
2,8
20,2
7,7
19,3
1,9
13,10
19,9
16,1
2,3
4,8
20,7
10,1
20,7
14,7
11,8
19,9
18,3
6,9
14,3
4,10
14,9
11,3
10,4
19,9
14,7
17,1
20,6
4,4
1,1
15,7
13,9
13,9
6,6
13,7
15,9
17,1
12,3
5,6
17,1
19,7
10,7
11,2
4,5
11,7
11,10
4,3
15,7
1,1
12,5
5,3
3,2
7,8
15,3
19,7
19,6
15,7
11,1
