15-11-2023 17:24:11,,
,time,lbl_seq,lbl_loc,lbl_resource
,0,0,1,2
,0,1,18,10
,0,2,3,8
,0,3,3,5
,0,4,9,7
,0,5,15,4
,0,6,15,1
,0,7,1,6
,0,8,3,3
,0,9,13,9
,0,10,15,2
,0,11,15,10
,0,12,4,8
,0,13,4,5
,0,14,8,7
,0,15,19,4
,0,16,10,1
,0,17,9,6
,0,18,9,3
,0,19,15,2
,0,20,15,10
,0,21,11,8
,0,22,11,5
,0,23,16,7
,0,24,6,4
,0,25,13,1
,0,26,20,6
,0,27,5,3
,0,28,5,2
,0,29,7,10
,0,30,12,8
,0,31,13,5
,0,32,15,7
,0,33,2,4
,0,34,8,1
,0,35,3,6
,0,36,3,2
,0,37,9,10
,0,38,11,8
,0,39,14,5
,0,40,19,7
,0,41,20,4
,0,42,15,1
,0,43,2,2
,0,44,2,10
,0,45,11,8
,0,46,16,5
,0,47,19,7
,0,48,10,4
,0,49,17,1
,0,50,2,2
,0,51,2,10
,0,52,14,8
,0,53,18,5
,0,54,9,7
,0,55,10,4
,0,56,10,2
,0,57,12,10
,0,58,14,8
,0,59,20,5
,0,60,17,7
,0,61,4,2
,0,62,4,10
,0,63,14,8
,0,64,10,5
,0,65,2,7
,0,66,4,2
,0,67,11,10
,0,68,16,8
,0,69,9,5
,0,70,19,7
,0,71,19,2
,0,72,1,10
,0,73,6,8
,0,74,15,5
,0,75,1,7
,0,76,6,2
,0,77,18,10
,0,78,10,8
,0,79,15,5
,0,80,6,7
,0,81,6,2
,0,82,3,10
,0,83,16,8
,0,84,17,5
,0,85,8,2
,0,86,11,10
,0,87,16,8
,0,88,2,5
,0,89,8,2
,0,90,14,10
,0,91,19,8
,0,92,19,2
,0,93,13,10
,0,94,6,8
,0,95,6,2
,0,96,17,10
,0,97,8,2
,0,98,17,10
,0,99,8,2
,0,100,14,2
,0,101,14,2
,0,102,16,2
,0,103,19,2
,0,104,18,2
,0,105,18,2
,0,106,20,2
,0,107,3,2
,0,108,10,2
,0,109,10,2
,0,110,7,2
,0,111,9,2
,0,112,14,2
,0,113,20,2
,0,114,20,2
,0,115,3,2
,0,116,10,2
,0,117,7,2
,0,118,7,2
,0,119,9,2
