15-11-2023 17:24:11,,
,time,lbl_seq,lbl_loc,lbl_resource
,0,0,17,1
,0,1,8,7
,0,2,3,3
,0,3,3,10
,0,4,20,9
,0,5,20,8
,0,6,9,2
,0,7,15,4
,0,8,16,6
,0,9,6,5
,0,10,12,7
,0,11,12,3
,0,12,4,10
,0,13,4,9
,0,14,3,8
,0,15,3,2
,0,16,13,4
,0,17,19,6
,0,18,20,5
,0,19,3,7
,0,20,10,3
,0,21,8,10
,0,22,8,9
,0,23,9,8
,0,24,9,2
,0,25,15,4
,0,26,16,6
,0,27,6,5
,0,28,17,3
,0,29,14,10
,0,30,14,9
,0,31,15,8
,0,32,15,2
,0,33,16,4
,0,34,6,6
,0,35,5,5
,0,36,18,10
,0,37,10,9
,0,38,1,8
,0,39,2,2
,0,40,2,4
,0,41,7,6
,0,42,11,5
,0,43,20,10
,0,44,5,9
,0,45,5,8
,0,46,10,2
,0,47,10,4
,0,48,12,6
,0,49,1,5
,0,50,20,10
,0,51,18,9
,0,52,10,8
,0,53,12,2
,0,54,12,4
,0,55,1,6
,0,56,2,5
,0,57,15,10
,0,58,10,9
,0,59,1,8
,0,60,7,2
,0,61,7,4
,0,62,17,6
,0,63,17,5
,0,64,16,10
,0,65,2,9
,0,66,2,8
,0,67,7,2
,0,68,11,4
,0,69,17,6
,0,70,4,5
,0,71,17,9
,0,72,4,8
,0,73,4,2
,0,74,8,4
,0,75,14,6
,0,76,3,5
,0,77,4,9
,0,78,16,8
,0,79,16,2
,0,80,6,4
,0,81,5,6
,0,82,18,5
,0,83,1,8
,0,84,11,2
,0,85,11,4
,0,86,17,6
,0,87,4,5
,0,88,16,8
,0,89,16,2
,0,90,5,4
,0,91,5,6
,0,92,18,5
,0,93,7,8
,0,94,11,2
,0,95,17,4
,0,96,17,6
,0,97,8,5
,0,98,5,8
,0,99,5,2
,0,100,18,4
,0,101,10,6
,0,102,12,5
,0,103,11,8
,0,104,17,2
,0,105,17,4
,0,106,4,6
,0,107,8,5
,0,108,5,8
,0,109,5,2
,0,110,2,4
,0,111,2,6
,0,112,7,5
,0,113,11,8
,0,114,8,2
,0,115,3,4
,0,116,3,6
,0,117,13,5
,0,118,19,2
,0,119,20,4
,0,120,9,6
,0,121,15,5
,0,122,6,2
,0,123,2,4
,0,124,2,6
,0,125,7,5
,0,126,3,2
,0,127,3,4
,0,128,13,6
,0,129,19,5
,0,130,20,2
,0,131,15,4
,0,132,15,6
,0,133,16,5
,0,134,6,2
,0,135,2,4
,0,136,7,6
,0,137,11,5
,0,138,19,2
,0,139,19,4
,0,140,20,6
,0,141,9,5
,0,142,15,2
,0,143,2,4
,0,144,17,6
,0,145,17,5
,0,146,19,2
,0,147,19,4
,0,148,9,6
,0,149,15,5
,0,150,15,2
,0,151,17,4
,0,152,4,6
,0,153,8,5
,0,154,19,2
,0,155,20,4
,0,156,15,6
,0,157,15,5
,0,158,5,2
,0,159,4,4
,0,160,8,6
,0,161,14,5
,0,162,20,2
,0,163,20,4
,0,164,15,6
,0,165,15,5
,0,166,5,2
,0,167,3,4
,0,168,3,6
,0,169,13,5
,0,170,15,2
,0,171,15,4
,0,172,6,6
,0,173,6,5
,0,174,12,2
,0,175,15,4
,0,176,15,6
,0,177,6,5
,0,178,18,6
,0,179,18,5
,0,180,10,6
,0,181,12,5
,0,182,8,6
,0,183,14,5
,0,184,14,6
,0,185,3,5
,0,186,13,6
,0,187,20,5
,0,188,18,6
,0,189,10,5
,0,190,10,6
,0,191,12,5
,0,192,8,6
,0,193,14,5
,0,194,14,6
,0,195,3,5
,0,196,13,6
,0,197,20,5
,0,198,12,6
,0,199,12,5
,0,200,12,6
,0,201,12,5
,0,202,12,6
,0,203,12,5
,0,204,2,5
,0,205,2,5
,0,206,11,5
,0,207,11,5
,0,208,17,5
,0,209,3,5
,0,210,3,5
,0,211,13,5
,0,212,20,5
,0,213,20,5
,0,214,15,5
,0,215,6,5
,0,216,5,5
,0,217,5,5
,0,218,10,5
,0,219,10,5
,0,220,11,5
,0,221,11,5
,0,222,17,5
,0,223,13,5
,0,224,13,5
,0,225,20,5
,0,226,20,5
,0,227,5,5
,0,228,5,5
,0,229,10,5
,0,230,10,5
,0,231,11,5
,0,232,17,5
,0,233,17,5
,0,234,20,5
,0,235,5,5
,0,236,5,5
,0,237,10,5
,0,238,10,5
,0,239,5,5
