15-11-2023 17:24:11,,
,time,lbl_seq,lbl_loc,lbl_resource
,0,0,11,8
,0,1,3,2
,0,2,7,2
,0,3,15,10
,0,4,3,5
,0,5,17,5
,0,6,14,8
,0,7,15,2
,0,8,4,2
,0,9,10,4
,0,10,6,8
,0,11,10,2
,0,12,10,5
,0,13,13,1
,0,14,6,4
,0,15,11,10
,0,16,20,4
,0,17,9,6
,0,18,20,5
,0,19,18,2
,0,20,16,5
,0,21,2,5
,0,22,7,10
,0,23,4,10
,0,24,16,2
,0,25,11,5
,0,26,9,7
,0,27,2,10
,0,28,15,7
,0,29,14,10
,0,30,2,10
,0,31,10,4
,0,32,15,2
,0,33,5,3
,0,34,7,2
,0,35,8,2
,0,36,16,8
,0,37,3,10
,0,38,14,8
,0,39,8,1
,0,40,3,2
,0,41,14,2
,0,42,17,10
,0,43,1,6
,0,44,19,7
,0,45,12,8
,0,46,17,7
,0,47,1,10
,0,48,19,8
,0,49,7,2
,0,50,19,2
,0,51,18,10
,0,52,1,2
,0,53,18,10
,0,54,18,5
,0,55,15,4
,0,56,1,7
,0,57,9,2
,0,58,9,7
,0,59,20,2
,0,60,14,2
,0,61,8,2
,0,62,11,8
,0,63,5,2
,0,64,13,9
,0,65,19,2
,0,66,6,2
,0,67,12,10
,0,68,8,7
,0,69,17,1
,0,70,6,8
,0,71,13,5
,0,72,10,2
,0,73,9,5
,0,74,13,10
,0,75,3,8
,0,76,19,7
,0,77,15,5
,0,78,15,10
,0,79,2,4
,0,80,19,7
,0,81,20,2
,0,82,3,2
,0,83,10,8
,0,84,6,2
,0,85,3,6
,0,86,19,4
,0,87,14,5
,0,88,8,2
,0,89,6,2
,0,90,9,10
,0,91,3,3
,0,92,9,3
,0,93,9,2
,0,94,14,2
,0,95,4,2
,0,96,10,1
,0,97,15,1
,0,98,19,2
,0,99,16,8
,0,100,18,2
,0,101,15,5
,0,102,11,10
,0,103,16,8
,0,104,16,7
,0,105,11,8
,0,106,20,2
,0,107,4,5
,0,108,2,2
,0,109,4,8
,0,110,10,2
,0,111,8,2
,0,112,14,8
,0,113,6,7
,0,114,2,2
,0,115,10,2
,0,116,2,7
,0,117,15,1
,0,118,20,6
,0,119,17,10
