15-11-2023 17:24:11,,
,time,lbl_seq,lbl_loc,lbl_resource
,0,0,5,8
,0,1,8,3
,0,2,11,9
,0,3,11,5
,0,4,1,7
,0,5,1,2
,0,6,6,6
,0,7,18,4
,0,8,20,1
,0,9,3,10
,0,10,10,8
,0,11,8,3
,0,12,16,9
,0,13,18,5
,0,14,18,7
,0,15,20,2
,0,16,10,6
,0,17,10,4
,0,18,9,1
,0,19,9,10
,0,20,4,8
,0,21,14,3
,0,22,16,9
,0,23,10,5
,0,24,10,7
,0,25,7,2
,0,26,9,6
,0,27,12,4
,0,28,13,1
,0,29,2,10
,0,30,16,8
,0,31,16,3
,0,32,19,9
,0,33,7,5
,0,34,7,7
,0,35,9,2
,0,36,17,6
,0,37,17,4
,0,38,8,1
,0,39,8,10
,0,40,18,3
,0,41,10,9
,0,42,9,5
,0,43,9,7
,0,44,12,2
,0,45,4,6
,0,46,8,4
,0,47,8,1
,0,48,14,10
,0,49,1,9
,0,50,9,5
,0,51,12,7
,0,52,17,2
,0,53,4,6
,0,54,8,4
,0,55,11,1
,0,56,16,10
,0,57,6,9
,0,58,12,5
,0,59,2,7
,0,60,11,2
,0,61,11,6
,0,62,16,4
,0,63,16,1
,0,64,19,10
,0,65,15,9
,0,66,15,5
,0,67,2,7
,0,68,16,2
,0,69,16,6
,0,70,19,4
,0,71,1,1
,0,72,18,10
,0,73,2,9
,0,74,4,5
,0,75,8,7
,0,76,18,2
,0,77,18,6
,0,78,3,4
,0,79,3,1
,0,80,5,10
,0,81,12,5
,0,82,6,7
,0,83,3,2
,0,84,7,6
,0,85,13,4
,0,86,15,1
,0,87,4,10
,0,88,8,5
,0,89,18,7
,0,90,7,2
,0,91,7,6
,0,92,15,4
,0,93,15,1
,0,94,4,10
,0,95,14,5
,0,96,5,7
,0,97,9,2
,0,98,19,6
,0,99,1,4
,0,100,6,1
,0,101,20,10
,0,102,10,7
,0,103,9,2
,0,104,20,6
,0,105,10,4
,0,106,11,1
,0,107,16,10
,0,108,16,4
,0,109,19,1
,0,110,20,10
,0,111,16,4
,0,112,11,1
,0,113,19,10
,0,114,20,10
,0,115,3,10
,0,116,3,10
,0,117,5,10
,0,118,10,10
,0,119,13,10
