15-11-2023 17:24:11,,
,time,lbl_seq,lbl_loc,lbl_resource
,0,0,6,1
,0,1,10,4
,0,2,9,3
,0,3,2,2
,0,4,2,5
,0,5,7,1
,0,6,1,4
,0,7,4,3
,0,8,5,2
,0,9,6,5
,0,10,10,1
,0,11,3,4
,0,12,2,3
,0,13,7,2
,0,14,7,5
,0,15,1,1
,0,16,5,4
,0,17,5,3
,0,18,3,2
,0,19,9,5
,0,20,9,1
,0,21,2,4
,0,22,7,3
,0,23,1,2
,0,24,6,5
,0,25,6,1
,0,26,10,4
,0,27,1,3
,0,28,4,2
,0,29,10,5
,0,30,3,1
,0,31,9,4
,0,32,4,3
,0,33,4,2
,0,34,6,1
,0,35,6,4
,0,36,4,3
,0,37,4,2
,0,38,3,1
,0,39,2,4
,0,40,5,3
,0,41,8,2
,0,42,2,1
,0,43,7,4
,0,44,5,3
,0,45,8,2
,0,46,7,1
,0,47,7,4
,0,48,6,3
,0,49,3,1
,0,50,1,4
,0,51,6,3
,0,52,3,1
,0,53,5,4
,0,54,6,3
,0,55,7,1
,0,56,1,1
,0,57,4,1
,0,58,4,1
,0,59,4,1
