15-11-2023 17:24:11,,
,time,lbl_seq,lbl_loc,lbl_resource
,0,0,9,4
,0,1,6,1
,0,2,6,1
,0,3,6,3
,0,4,1,4
,0,5,4,1
,0,6,5,3
,0,7,3,4
,0,8,4,3
,0,9,10,1
,0,10,4,2
,0,11,3,1
,0,12,2,1
,0,13,2,5
,0,14,6,4
,0,15,6,1
,0,16,6,5
,0,17,5,4
,0,18,4,1
,0,19,4,3
,0,20,4,2
,0,21,4,1
,0,22,7,4
,0,23,1,3
,0,24,5,2
,0,25,4,3
,0,26,3,1
,0,27,6,3
,0,28,1,1
,0,29,4,2
,0,30,6,5
,0,31,7,1
,0,32,9,5
,0,33,10,4
,0,34,8,2
,0,35,3,1
,0,36,1,2
,0,37,2,4
,0,38,10,4
,0,39,3,1
,0,40,9,3
,0,41,7,4
,0,42,3,2
,0,43,5,3
,0,44,7,1
,0,45,2,3
,0,46,7,1
,0,47,8,2
,0,48,7,2
,0,49,7,5
,0,50,5,4
,0,51,7,3
,0,52,1,1
,0,53,1,4
,0,54,6,3
,0,55,9,1
,0,56,5,3
,0,57,2,2
,0,58,10,5
,0,59,2,4
