15-11-2023 17:24:11,,
,time,lbl_seq,lbl_loc,lbl_resource
,0,0,4,3
,0,1,3,3
,0,2,14,7
,0,3,5,2
,0,4,4,5
,0,5,6,7
,0,6,14,1
,0,7,14,9
,0,8,3,10
,0,9,3,9
,0,10,2,3
,0,11,3,1
,0,12,14,3
,0,13,13,10
,0,14,4,1
,0,15,17,6
,0,16,1,9
,0,17,11,3
,0,18,2,8
,0,19,4,9
,0,20,17,2
,0,21,19,9
,0,22,19,9
,0,23,6,9
,0,24,1,1
,0,25,8,5
,0,26,17,10
,0,27,19,5
,0,28,20,5
,0,29,20,8
,0,30,20,9
,0,31,17,2
,0,32,19,9
,0,33,9,7
,0,34,14,7
,0,35,11,8
,0,36,20,2
,0,37,13,2
,0,38,19,6
,0,39,11,9
,0,40,5,5
,0,41,11,2
,0,42,13,6
,0,43,11,7
,0,44,5,3
,0,45,11,2
,0,46,15,7
,0,47,20,7
,0,48,7,8
,0,49,17,1
,0,50,2,9
,0,51,8,3
,0,52,9,6
,0,53,9,3
,0,54,13,9
,0,55,4,5
,0,56,18,3
,0,57,19,7
,0,58,15,9
,0,59,20,2
,0,60,3,2
,0,61,9,8
,0,62,20,2
,0,63,2,8
,0,64,10,1
,0,65,15,2
,0,66,6,6
,0,67,14,9
,0,68,10,4
,0,69,10,8
,0,70,14,2
,0,71,4,7
,0,72,12,9
,0,73,1,8
,0,74,6,7
,0,75,6,10
,0,76,5,9
,0,77,10,8
,0,78,16,8
,0,79,12,3
,0,80,14,3
,0,81,11,3
,0,82,8,9
,0,83,7,8
,0,84,3,3
,0,85,16,7
,0,86,3,6
,0,87,15,9
,0,88,3,3
,0,89,9,7
,0,90,16,3
,0,91,17,1
,0,92,14,9
,0,93,18,3
,0,94,10,8
,0,95,11,10
,0,96,8,1
,0,97,17,1
,0,98,5,1
,0,99,1,6
,0,100,20,6
,0,101,13,9
,0,102,17,5
,0,103,11,3
,0,104,18,5
,0,105,14,3
,0,106,8,8
,0,107,1,6
,0,108,14,2
,0,109,10,9
,0,110,17,10
,0,111,12,4
,0,112,20,2
,0,113,7,5
,0,114,3,9
,0,115,1,9
,0,116,19,2
,0,117,16,8
,0,118,10,2
,0,119,10,7
,0,120,1,1
,0,121,1,1
,0,122,7,2
,0,123,2,3
,0,124,19,7
,0,125,17,8
,0,126,13,8
,0,127,10,4
,0,128,18,2
,0,129,20,4
,0,130,12,1
,0,131,1,6
,0,132,3,6
,0,133,16,5
,0,134,16,1
,0,135,9,2
,0,136,17,1
,0,137,18,9
,0,138,19,1
,0,139,1,8
,0,140,18,3
,0,141,10,10
,0,142,3,2
,0,143,15,1
,0,144,12,6
,0,145,12,7
,0,146,5,8
,0,147,4,7
,0,148,3,9
,0,149,12,7
,0,150,11,6
,0,151,2,1
,0,152,14,9
,0,153,13,3
,0,154,14,3
,0,155,8,5
,0,156,15,3
,0,157,10,6
,0,158,11,10
,0,159,3,2
,0,160,9,1
,0,161,17,7
,0,162,5,7
,0,163,15,7
,0,164,13,9
,0,165,18,5
,0,166,15,2
,0,167,11,9
,0,168,3,7
,0,169,18,6
,0,170,17,9
,0,171,12,5
,0,172,14,9
,0,173,15,1
,0,174,9,6
,0,175,8,10
,0,176,19,1
,0,177,4,2
,0,178,4,2
,0,179,14,1
,0,180,20,1
,0,181,4,9
,0,182,5,2
,0,183,4,10
,0,184,18,9
,0,185,4,3
,0,186,8,1
,0,187,4,4
,0,188,12,9
,0,189,20,7
,0,190,3,7
,0,191,14,5
,0,192,2,7
,0,193,13,1
,0,194,16,1
,0,195,14,3
,0,196,14,7
,0,197,15,7
,0,198,4,3
,0,199,13,10
,0,200,3,3
,0,201,8,9
,0,202,11,3
,0,203,15,1
,0,204,10,7
,0,205,12,3
,0,206,6,1
,0,207,19,3
,0,208,14,9
,0,209,4,1
,0,210,4,8
,0,211,20,6
,0,212,12,5
,0,213,12,1
,0,214,11,7
,0,215,20,7
,0,216,15,3
,0,217,11,1
,0,218,5,6
,0,219,7,7
,0,220,1,6
,0,221,2,1
,0,222,6,9
,0,223,16,1
,0,224,6,6
,0,225,5,6
,0,226,4,1
,0,227,19,5
,0,228,14,3
,0,229,3,10
,0,230,18,2
,0,231,13,9
,0,232,12,3
,0,233,7,7
,0,234,13,7
,0,235,9,5
,0,236,14,7
,0,237,2,1
,0,238,2,7
,0,239,5,3
