15-11-2023 17:24:11,,
,time,lbl_seq,lbl_loc,lbl_resource
,0,0,5,4
,0,1,4,5
,0,2,4,1
,0,3,5,3
,0,4,2,2
,0,5,4,5
,0,6,5,1
,0,7,2,3
,0,8,2,2
,0,9,7,1
,0,10,3,3
,0,11,8,2
,0,12,10,1
,0,13,10,3
,0,14,1,2
,0,15,1,1
,0,16,4,3
,0,17,4,2
,0,18,2,3
,0,19,7,2
,0,20,8,3
,0,21,8,2
,0,22,9,3
,0,23,6,2
,0,24,4,3
,0,25,4,2
,0,26,8,3
,0,27,9,2
,0,28,9,3
,0,29,6,2
,0,30,6,3
,0,31,6,2
,0,32,10,2
,0,33,1,2
,0,34,4,2
,0,35,5,2
,0,36,7,2
,0,37,7,2
,0,38,3,2
,0,39,9,2
,0,40,9,2
,0,41,6,2
,0,42,10,2
,0,43,5,2
,0,44,5,2
,0,45,7,2
,0,46,7,2
,0,47,3,2
,0,48,9,2
,0,49,9,2
,0,50,6,2
,0,51,10,2
,0,52,5,2
,0,53,5,2
,0,54,7,2
,0,55,7,2
,0,56,10,2
,0,57,10,2
,0,58,5,2
,0,59,7,2
