15-11-2023 17:24:11,,
,time,lbl_seq,lbl_loc,lbl_resource
,0,0,13,9
,0,1,9,3
,0,2,8,1
,0,3,3,6
,0,4,10,4
,0,5,10,5
,0,6,15,7
,0,7,15,10
,0,8,19,8
,0,9,19,2
,0,10,5,3
,0,11,13,1
,0,12,20,6
,0,13,20,4
,0,14,2,5
,0,15,16,7
,0,16,9,10
,0,17,11,8
,0,18,3,2
,0,19,3,3
,0,20,10,1
,0,21,9,6
,0,22,10,4
,0,23,15,5
,0,24,17,7
,0,25,17,10
,0,26,14,8
,0,27,14,2
,0,28,15,1
,0,29,1,6
,0,30,15,4
,0,31,15,5
,0,32,19,7
,0,33,13,10
,0,34,14,8
,0,35,14,2
,0,36,15,1
,0,37,19,4
,0,38,13,5
,0,39,2,7
,0,40,2,10
,0,41,16,8
,0,42,6,2
,0,43,17,1
,0,44,2,4
,0,45,16,5
,0,46,6,7
,0,47,1,10
,0,48,11,8
,0,49,3,2
,0,50,6,4
,0,51,9,5
,0,52,9,7
,0,53,11,10
,0,54,11,8
,0,55,3,2
,0,56,17,5
,0,57,19,7
,0,58,14,10
,0,59,14,8
,0,60,18,2
,0,61,4,5
,0,62,9,7
,0,63,11,10
,0,64,3,8
,0,65,10,2
,0,66,14,5
,0,67,1,7
,0,68,3,10
,0,69,10,8
,0,70,10,2
,0,71,18,5
,0,72,8,7
,0,73,12,10
,0,74,12,8
,0,75,15,2
,0,76,20,5
,0,77,19,7
,0,78,18,10
,0,79,4,8
,0,80,4,2
,0,81,11,5
,0,82,15,10
,0,83,16,8
,0,84,16,2
,0,85,3,5
,0,86,7,10
,0,87,16,8
,0,88,6,2
,0,89,17,10
,0,90,6,8
,0,91,6,2
,0,92,18,10
,0,93,6,8
,0,94,9,2
,0,95,4,10
,0,96,4,2
,0,97,2,10
,0,98,2,2
,0,99,9,2
,0,100,1,2
,0,101,8,2
,0,102,8,2
,0,103,10,2
,0,104,10,2
,0,105,15,2
,0,106,7,2
,0,107,7,2
,0,108,19,2
,0,109,19,2
,0,110,5,2
,0,111,14,2
,0,112,18,2
,0,113,20,2
,0,114,20,2
,0,115,2,2
,0,116,8,2
,0,117,8,2
,0,118,7,2
,0,119,20,2
