15-11-2023 17:24:11,,
,time,lbl_seq,lbl_loc,lbl_resource
,0,0,15,3
,0,1,15,9
,0,2,16,1
,0,3,9,7
,0,4,3,2
,0,5,13,8
,0,6,19,6
,0,7,20,5
,0,8,4,10
,0,9,4,4
,0,10,8,3
,0,11,11,9
,0,12,17,1
,0,13,7,7
,0,14,10,2
,0,15,10,8
,0,16,5,6
,0,17,18,5
,0,18,6,10
,0,19,20,4
,0,20,14,3
,0,21,14,9
,0,22,4,1
,0,23,11,7
,0,24,11,2
,0,25,17,8
,0,26,1,6
,0,27,12,5
,0,28,10,10
,0,29,10,4
,0,30,5,3
,0,31,18,9
,0,32,6,1
,0,33,15,7
,0,34,9,2
,0,35,9,8
,0,36,3,6
,0,37,19,5
,0,38,8,10
,0,39,12,4
,0,40,12,3
,0,41,10,9
,0,42,5,1
,0,43,6,7
,0,44,15,2
,0,45,16,8
,0,46,9,6
,0,47,9,5
,0,48,3,10
,0,49,10,4
,0,50,5,3
,0,51,5,9
,0,52,15,1
,0,53,15,7
,0,54,3,2
,0,55,20,8
,0,56,20,6
,0,57,14,5
,0,58,11,10
,0,59,11,3
,0,60,17,9
,0,61,2,1
,0,62,2,7
,0,63,5,2
,0,64,5,8
,0,65,18,6
,0,66,16,5
,0,67,3,10
,0,68,3,3
,0,69,13,9
,0,70,19,1
,0,71,20,7
,0,72,14,2
,0,73,4,8
,0,74,11,6
,0,75,17,5
,0,76,17,10
,0,77,2,3
,0,78,2,9
,0,79,1,1
,0,80,12,7
,0,81,5,2
,0,82,16,8
,0,83,9,6
,0,84,19,5
,0,85,11,10
,0,86,11,3
,0,87,1,9
,0,88,1,1
,0,89,12,7
,0,90,18,2
,0,91,8,8
,0,92,17,6
,0,93,7,5
,0,94,13,10
,0,95,13,3
,0,96,19,9
,0,97,20,1
,0,98,14,7
,0,99,4,2
,0,100,11,8
,0,101,1,6
,0,102,12,5
,0,103,13,10
,0,104,19,3
,0,105,19,9
,0,106,14,1
,0,107,14,7
,0,108,4,2
,0,109,7,8
,0,110,1,6
,0,111,5,5
,0,112,17,10
,0,113,2,3
,0,114,1,9
,0,115,1,1
,0,116,10,7
,0,117,18,2
,0,118,7,8
,0,119,1,6
,0,120,18,5
,0,121,18,3
,0,122,6,9
,0,123,15,1
,0,124,16,7
,0,125,3,2
,0,126,2,8
,0,127,12,6
,0,128,4,5
,0,129,4,3
,0,130,8,9
,0,131,11,1
,0,132,17,7
,0,133,7,2
,0,134,2,8
,0,135,10,6
,0,136,4,5
,0,137,4,3
,0,138,8,9
,0,139,17,1
,0,140,7,7
,0,141,15,2
,0,142,1,8
,0,143,5,6
,0,144,8,5
,0,145,11,3
,0,146,11,9
,0,147,17,1
,0,148,2,7
,0,149,13,2
,0,150,1,8
,0,151,6,6
,0,152,8,5
,0,153,11,3
,0,154,12,9
,0,155,12,1
,0,156,10,7
,0,157,19,2
,0,158,10,8
,0,159,6,6
,0,160,15,3
,0,161,15,9
,0,162,16,1
,0,163,9,7
,0,164,20,2
,0,165,10,8
,0,166,3,6
,0,167,3,3
,0,168,13,9
,0,169,19,1
,0,170,20,7
,0,171,14,2
,0,172,13,6
,0,173,14,3
,0,174,14,9
,0,175,4,1
,0,176,11,7
,0,177,11,2
,0,178,20,6
,0,179,14,3
,0,180,14,9
,0,181,4,1
,0,182,5,7
,0,183,20,2
,0,184,14,3
,0,185,14,9
,0,186,8,1
,0,187,6,7
,0,188,20,2
,0,189,14,3
,0,190,14,9
,0,191,8,1
,0,192,15,7
,0,193,20,2
,0,194,14,3
,0,195,14,9
,0,196,17,1
,0,197,3,7
,0,198,17,2
,0,199,12,3
,0,200,12,9
,0,201,10,1
,0,202,3,7
,0,203,17,2
,0,204,12,3
,0,205,18,9
,0,206,15,1
,0,207,13,7
,0,208,4,3
,0,209,4,9
,0,210,2,1
,0,211,19,7
,0,212,18,3
,0,213,6,9
,0,214,16,1
,0,215,19,7
,0,216,18,3
,0,217,3,9
,0,218,3,1
,0,219,20,7
,0,220,16,3
,0,221,3,9
,0,222,13,1
,0,223,14,7
,0,224,9,3
,0,225,3,9
,0,226,14,1
,0,227,14,7
,0,228,3,3
,0,229,13,9
,0,230,2,1
,0,231,4,7
,0,232,3,3
,0,233,13,9
,0,234,12,1
,0,235,4,7
,0,236,4,9
,0,237,9,1
,0,238,19,9
,0,239,20,9
