15-11-2023 17:24:11,,
,time,lbl_seq,lbl_loc,lbl_resource
,0,0,5,4
,0,1,4,5
,0,2,4,1
,0,3,9,3
,0,4,10,2
,0,5,4,5
,0,6,10,1
,0,7,10,3
,0,8,1,2
,0,9,5,1
,0,10,5,3
,0,11,8,2
,0,12,7,1
,0,13,6,3
,0,14,6,2
,0,15,1,1
,0,16,3,3
,0,17,3,2
,0,18,8,3
,0,19,8,2
,0,20,2,3
,0,21,7,2
,0,22,4,3
,0,23,4,2
,0,24,9,3
,0,25,10,2
,0,26,8,3
,0,27,2,2
,0,28,2,3
,0,29,7,2
,0,30,4,3
,0,31,4,2
,0,32,9,2
,0,33,10,2
,0,34,1,2
,0,35,3,2
,0,36,5,2
,0,37,2,2
,0,38,7,2
,0,39,7,2
,0,40,6,2
,0,41,4,2
,0,42,9,2
,0,43,10,2
,0,44,5,2
,0,45,5,2
,0,46,7,2
,0,47,7,2
,0,48,6,2
,0,49,9,2
,0,50,9,2
,0,51,10,2
,0,52,5,2
,0,53,5,2
,0,54,7,2
,0,55,7,2
,0,56,6,2
,0,57,9,2
,0,58,5,2
,0,59,6,2
