15-11-2023 17:24:11,,
,time,lbl_seq,lbl_loc,lbl_resource
,0,0,2,5
,0,1,4,5
,0,2,12,10
,0,3,1,6
,0,4,5,2
,0,5,9,10
,0,6,4,10
,0,7,10,4
,0,8,2,7
,0,9,14,10
,0,10,3,2
,0,11,14,8
,0,12,16,8
,0,13,10,4
,0,14,4,2
,0,15,1,7
,0,16,9,5
,0,17,10,5
,0,18,10,2
,0,19,8,1
,0,20,14,2
,0,21,1,2
,0,22,8,7
,0,23,20,6
,0,24,19,7
,0,25,11,5
,0,26,19,2
,0,27,19,8
,0,28,3,2
,0,29,15,4
,0,30,10,2
,0,31,14,8
,0,32,20,2
,0,33,10,2
,0,34,3,2
,0,35,14,2
,0,36,2,10
,0,37,15,1
,0,38,16,2
,0,39,14,8
,0,40,11,8
,0,41,6,2
,0,42,15,7
,0,43,9,7
,0,44,13,1
,0,45,5,3
,0,46,18,10
,0,47,15,5
,0,48,19,2
,0,49,3,3
,0,50,10,2
,0,51,20,5
,0,52,14,2
,0,53,17,1
,0,54,10,1
,0,55,15,1
,0,56,16,5
,0,57,12,8
,0,58,20,4
,0,59,6,4
,0,60,11,8
,0,61,19,7
,0,62,13,10
,0,63,19,2
,0,64,9,2
,0,65,11,8
,0,66,9,6
,0,67,2,2
,0,68,3,10
,0,69,19,4
,0,70,17,5
,0,71,9,2
,0,72,4,2
,0,73,15,10
,0,74,6,8
,0,75,20,2
,0,76,3,5
,0,77,4,8
,0,78,16,8
,0,79,15,5
,0,80,17,7
,0,81,3,6
,0,82,13,5
,0,83,13,9
,0,84,7,2
,0,85,6,2
,0,86,8,2
,0,87,7,2
,0,88,7,10
,0,89,15,2
,0,90,18,5
,0,91,16,7
,0,92,14,5
,0,93,8,2
,0,94,15,10
,0,95,20,2
,0,96,18,10
,0,97,17,10
,0,98,11,10
,0,99,9,3
,0,100,11,10
,0,101,6,8
,0,102,18,2
,0,103,8,2
,0,104,17,10
,0,105,9,7
,0,106,15,2
,0,107,3,8
,0,108,7,2
,0,109,10,8
,0,110,6,7
,0,111,8,2
,0,112,2,4
,0,113,18,2
,0,114,2,2
,0,115,19,7
,0,116,16,8
,0,117,1,10
,0,118,2,10
,0,119,6,2
