15-11-2023 17:24:11,,
,time,lbl_seq,lbl_loc,lbl_resource
,0,0,5,4
,0,1,4,5
,0,2,4,1
,0,3,5,3
,0,4,6,2
,0,5,4,5
,0,6,5,1
,0,7,6,3
,0,8,6,2
,0,9,10,1
,0,10,3,3
,0,11,8,2
,0,12,7,1
,0,13,4,3
,0,14,4,2
,0,15,1,1
,0,16,4,3
,0,17,4,2
,0,18,10,3
,0,19,10,2
,0,20,8,3
,0,21,8,2
,0,22,9,3
,0,23,2,2
,0,24,8,3
,0,25,9,2
,0,26,9,3
,0,27,2,2
,0,28,2,3
,0,29,7,2
,0,30,2,3
,0,31,7,2
,0,32,7,2
,0,33,1,2
,0,34,4,2
,0,35,5,2
,0,36,6,2
,0,37,10,2
,0,38,3,2
,0,39,9,2
,0,40,9,2
,0,41,7,2
,0,42,7,2
,0,43,1,2
,0,44,5,2
,0,45,5,2
,0,46,6,2
,0,47,10,2
,0,48,3,2
,0,49,9,2
,0,50,9,2
,0,51,7,2
,0,52,7,2
,0,53,5,2
,0,54,5,2
,0,55,6,2
,0,56,10,2
,0,57,7,2
,0,58,5,2
,0,59,10,2
