15-11-2023 17:24:11,,
,time,lbl_seq,lbl_loc,lbl_resource
,0,0,5,5
,0,1,18,6
,0,2,10,4
,0,3,12,2
,0,4,1,8
,0,5,2,9
,0,6,4,10
,0,7,3,3
,0,8,3,7
,0,9,17,1
,0,10,17,5
,0,11,4,6
,0,12,8,4
,0,13,3,2
,0,14,3,8
,0,15,20,9
,0,16,20,10
,0,17,10,3
,0,18,12,7
,0,19,12,5
,0,20,1,6
,0,21,2,4
,0,22,7,2
,0,23,11,8
,0,24,17,9
,0,25,8,10
,0,26,12,3
,0,27,8,7
,0,28,8,5
,0,29,14,6
,0,30,3,4
,0,31,19,2
,0,32,20,8
,0,33,5,9
,0,34,18,10
,0,35,17,3
,0,36,17,5
,0,37,4,6
,0,38,3,4
,0,39,3,2
,0,40,9,8
,0,41,18,9
,0,42,14,10
,0,43,14,5
,0,44,3,6
,0,45,13,4
,0,46,19,2
,0,47,15,8
,0,48,10,9
,0,49,3,10
,0,50,3,5
,0,51,13,6
,0,52,19,4
,0,53,20,2
,0,54,16,8
,0,55,10,9
,0,56,20,10
,0,57,20,5
,0,58,9,6
,0,59,15,4
,0,60,16,2
,0,61,5,8
,0,62,4,9
,0,63,15,10
,0,64,15,5
,0,65,16,6
,0,66,6,4
,0,67,5,2
,0,68,10,8
,0,69,4,9
,0,70,16,10
,0,71,16,5
,0,72,6,6
,0,73,5,4
,0,74,10,2
,0,75,1,8
,0,76,8,9
,0,77,8,5
,0,78,14,6
,0,79,3,4
,0,80,19,2
,0,81,16,8
,0,82,14,9
,0,83,14,5
,0,84,3,6
,0,85,19,4
,0,86,19,2
,0,87,5,8
,0,88,5,5
,0,89,18,6
,0,90,12,4
,0,91,12,2
,0,92,1,8
,0,93,2,5
,0,94,7,6
,0,95,11,4
,0,96,17,2
,0,97,4,8
,0,98,8,5
,0,99,14,6
,0,100,20,4
,0,101,20,2
,0,102,5,8
,0,103,5,5
,0,104,10,6
,0,105,2,4
,0,106,2,2
,0,107,7,8
,0,108,11,5
,0,109,17,6
,0,110,4,4
,0,111,8,2
,0,112,2,8
,0,113,2,5
,0,114,7,6
,0,115,11,4
,0,116,4,2
,0,117,11,8
,0,118,11,5
,0,119,17,6
,0,120,20,4
,0,121,9,2
,0,122,9,5
,0,123,15,6
,0,124,16,4
,0,125,6,2
,0,126,5,5
,0,127,10,6
,0,128,2,4
,0,129,7,2
,0,130,7,5
,0,131,17,6
,0,132,17,4
,0,133,9,2
,0,134,15,5
,0,135,15,6
,0,136,18,4
,0,137,11,2
,0,138,11,5
,0,139,17,6
,0,140,20,4
,0,141,15,2
,0,142,15,5
,0,143,16,6
,0,144,2,4
,0,145,11,2
,0,146,11,5
,0,147,17,6
,0,148,15,4
,0,149,15,2
,0,150,6,5
,0,151,6,6
,0,152,2,4
,0,153,15,2
,0,154,15,5
,0,155,5,6
,0,156,7,4
,0,157,15,2
,0,158,15,5
,0,159,5,6
,0,160,17,4
,0,161,16,2
,0,162,6,5
,0,163,10,6
,0,164,17,4
,0,165,6,2
,0,166,6,5
,0,167,12,6
,0,168,15,4
,0,169,5,2
,0,170,5,5
,0,171,12,6
,0,172,15,4
,0,173,5,2
,0,174,5,5
,0,175,12,6
,0,176,15,4
,0,177,5,2
,0,178,5,5
,0,179,12,6
,0,180,12,5
,0,181,2,6
,0,182,2,5
,0,183,8,6
,0,184,14,5
,0,185,13,6
,0,186,13,5
,0,187,19,6
,0,188,20,5
,0,189,9,6
,0,190,6,5
,0,191,2,6
,0,192,7,5
,0,193,8,6
,0,194,3,5
,0,195,13,6
,0,196,13,5
,0,197,20,6
,0,198,20,5
,0,199,15,6
,0,200,6,5
,0,201,8,6
,0,202,3,5
,0,203,15,6
,0,204,5,5
,0,205,18,5
,0,206,18,5
,0,207,10,5
,0,208,12,5
,0,209,1,5
,0,210,11,5
,0,211,11,5
,0,212,17,5
,0,213,4,5
,0,214,3,5
,0,215,3,5
,0,216,13,5
,0,217,19,5
,0,218,20,5
,0,219,18,5
,0,220,10,5
,0,221,10,5
,0,222,12,5
,0,223,11,5
,0,224,17,5
,0,225,17,5
,0,226,4,5
,0,227,13,5
,0,228,13,5
,0,229,20,5
,0,230,20,5
,0,231,10,5
,0,232,10,5
,0,233,12,5
,0,234,17,5
,0,235,20,5
,0,236,20,5
,0,237,10,5
,0,238,10,5
,0,239,12,5
