15-11-2023 17:24:11,,
,time,lbl_seq,lbl_loc,lbl_resource
,0,0,3,10
,0,1,8,5
,0,2,12,7
,0,3,18,5
,0,4,10,6
,0,5,8,4
,0,6,17,2
,0,7,10,9
,0,8,16,4
,0,9,8,10
,0,10,8,3
,0,11,8,1
,0,12,10,7
,0,13,9,6
,0,14,19,1
,0,15,4,10
,0,16,10,4
,0,17,11,1
,0,18,20,10
,0,19,16,6
,0,20,18,2
,0,21,3,2
,0,22,16,4
,0,23,4,10
,0,24,13,10
,0,25,11,1
,0,26,8,7
,0,27,5,10
,0,28,15,1
,0,29,15,9
,0,30,12,5
,0,31,2,10
,0,32,9,5
,0,33,17,4
,0,34,13,4
,0,35,11,5
,0,36,12,4
,0,37,3,1
,0,38,3,10
,0,39,9,10
,0,40,3,10
,0,41,18,7
,0,42,16,8
,0,43,16,1
,0,44,2,9
,0,45,14,3
,0,46,7,7
,0,47,16,9
,0,48,17,6
,0,49,20,2
,0,50,9,2
,0,51,16,10
,0,52,4,6
,0,53,19,9
,0,54,13,1
,0,55,10,5
,0,56,10,7
,0,57,10,4
,0,58,19,10
,0,59,2,7
,0,60,19,6
,0,61,10,8
,0,62,18,4
,0,63,5,10
,0,64,11,1
,0,65,5,8
,0,66,7,6
,0,67,19,4
,0,68,5,7
,0,69,15,4
,0,70,20,1
,0,71,12,2
,0,72,2,7
,0,73,1,2
,0,74,14,5
,0,75,9,2
,0,76,16,9
,0,77,4,5
,0,78,18,3
,0,79,11,6
,0,80,4,6
,0,81,15,5
,0,82,10,10
,0,83,7,6
,0,84,3,4
,0,85,20,10
,0,86,11,2
,0,87,9,7
,0,88,16,10
,0,89,7,5
,0,90,6,1
,0,91,8,3
,0,92,1,1
,0,93,12,5
,0,94,20,10
,0,95,8,1
,0,96,19,10
,0,97,8,4
,0,98,9,2
,0,99,1,9
,0,100,16,3
,0,101,6,7
,0,102,14,10
,0,103,9,1
,0,104,16,2
,0,105,18,6
,0,106,4,8
,0,107,18,10
,0,108,1,4
,0,109,7,2
,0,110,20,6
,0,111,16,4
,0,112,7,2
,0,113,15,1
,0,114,6,9
,0,115,9,5
,0,116,18,7
,0,117,6,6
,0,118,11,9
,0,119,1,7
