15-11-2023 17:24:11,,
,time,lbl_seq,lbl_loc,lbl_resource
,0,0,13,9
,0,1,3,3
,0,2,3,6
,0,3,10,1
,0,4,10,4
,0,5,9,7
,0,6,9,5
,0,7,12,8
,0,8,13,10
,0,9,15,2
,0,10,5,3
,0,11,9,6
,0,12,13,1
,0,13,15,4
,0,14,15,7
,0,15,17,5
,0,16,4,8
,0,17,4,10
,0,18,8,2
,0,19,9,3
,0,20,1,6
,0,21,15,1
,0,22,2,4
,0,23,2,7
,0,24,4,5
,0,25,11,8
,0,26,11,10
,0,27,14,2
,0,28,20,6
,0,29,15,1
,0,30,19,4
,0,31,19,7
,0,32,18,5
,0,33,3,8
,0,34,3,10
,0,35,5,2
,0,36,17,1
,0,37,6,4
,0,38,6,7
,0,39,20,5
,0,40,10,8
,0,41,7,10
,0,42,7,2
,0,43,8,1
,0,44,20,4
,0,45,9,7
,0,46,13,5
,0,47,11,8
,0,48,11,10
,0,49,14,2
,0,50,10,4
,0,51,17,7
,0,52,2,5
,0,53,11,8
,0,54,14,10
,0,55,14,2
,0,56,16,7
,0,57,3,5
,0,58,14,8
,0,59,1,10
,0,60,1,2
,0,61,8,7
,0,62,11,5
,0,63,14,8
,0,64,18,10
,0,65,18,2
,0,66,19,7
,0,67,10,5
,0,68,14,8
,0,69,18,10
,0,70,18,2
,0,71,19,7
,0,72,15,5
,0,73,16,8
,0,74,9,10
,0,75,9,2
,0,76,1,7
,0,77,15,5
,0,78,16,8
,0,79,12,10
,0,80,15,2
,0,81,14,5
,0,82,16,8
,0,83,15,10
,0,84,2,2
,0,85,16,5
,0,86,19,8
,0,87,15,10
,0,88,2,2
,0,89,6,8
,0,90,17,10
,0,91,4,2
,0,92,6,8
,0,93,17,10
,0,94,4,2
,0,95,2,10
,0,96,8,2
,0,97,2,10
,0,98,8,2
,0,99,8,2
,0,100,16,2
,0,101,19,2
,0,102,19,2
,0,103,6,2
,0,104,6,2
,0,105,20,2
,0,106,20,2
,0,107,3,2
,0,108,10,2
,0,109,10,2
,0,110,7,2
,0,111,9,2
,0,112,19,2
,0,113,6,2
,0,114,20,2
,0,115,3,2
,0,116,3,2
,0,117,10,2
,0,118,10,2
,0,119,7,2
