15-11-2023 17:24:11,,
,time,lbl_seq,lbl_loc,lbl_resource
,0,0,2,2
,0,1,8,3
,0,2,5,2
,0,3,4,1
,0,4,3,3
,0,5,10,1
,0,6,5,2
,0,7,7,2
,0,8,5,2
,0,9,3,2
,0,10,10,2
,0,11,4,3
,0,12,9,2
,0,13,6,3
,0,14,4,2
,0,15,7,2
,0,16,1,2
,0,17,10,3
,0,18,9,2
,0,19,5,2
,0,20,9,2
,0,21,10,2
,0,22,7,2
,0,23,7,2
,0,24,9,2
,0,25,4,5
,0,26,9,2
,0,27,5,3
,0,28,5,1
,0,29,4,2
,0,30,7,2
,0,31,6,2
,0,32,8,3
,0,33,4,5
,0,34,6,2
,0,35,6,2
,0,36,5,2
,0,37,8,2
,0,38,10,2
,0,39,1,1
,0,40,4,2
,0,41,5,4
,0,42,8,2
,0,43,10,2
,0,44,5,2
,0,45,7,1
,0,46,7,2
,0,47,10,2
,0,48,2,3
,0,49,6,2
,0,50,7,2
,0,51,4,3
,0,52,9,3
,0,53,2,2
,0,54,6,2
,0,55,3,2
,0,56,7,2
,0,57,2,3
,0,58,1,2
,0,59,9,3
