15-11-2023 17:24:11,,
,time,lbl_seq,lbl_loc,lbl_resource
,0,0,4,5
,0,1,6,6
,0,2,12,2
,0,3,17,4
,0,4,7,8
,0,5,8,9
,0,6,8,10
,0,7,3,3
,0,8,3,7
,0,9,17,1
,0,10,17,5
,0,11,7,6
,0,12,8,2
,0,13,2,4
,0,14,3,8
,0,15,20,9
,0,16,20,10
,0,17,10,3
,0,18,12,7
,0,19,12,5
,0,20,14,6
,0,21,17,2
,0,22,7,4
,0,23,2,8
,0,24,2,9
,0,25,3,10
,0,26,12,3
,0,27,8,7
,0,28,8,5
,0,29,2,6
,0,30,3,2
,0,31,11,4
,0,32,15,8
,0,33,5,9
,0,34,18,10
,0,35,17,3
,0,36,17,5
,0,37,7,6
,0,38,2,2
,0,39,2,4
,0,40,11,8
,0,41,18,9
,0,42,16,10
,0,43,16,5
,0,44,4,6
,0,45,6,2
,0,46,12,4
,0,47,11,8
,0,48,10,9
,0,49,4,10
,0,50,4,5
,0,51,6,6
,0,52,12,2
,0,53,17,4
,0,54,20,8
,0,55,10,9
,0,56,14,10
,0,57,14,5
,0,58,17,6
,0,59,7,2
,0,60,8,4
,0,61,1,8
,0,62,4,9
,0,63,15,10
,0,64,15,5
,0,65,19,6
,0,66,20,2
,0,67,5,4
,0,68,5,8
,0,69,4,9
,0,70,20,10
,0,71,20,5
,0,72,1,6
,0,73,5,2
,0,74,13,4
,0,75,10,8
,0,76,14,9
,0,77,14,5
,0,78,17,6
,0,79,7,2
,0,80,2,4
,0,81,1,8
,0,82,17,9
,0,83,17,5
,0,84,8,6
,0,85,3,2
,0,86,3,4
,0,87,1,8
,0,88,1,5
,0,89,5,6
,0,90,9,2
,0,91,18,4
,0,92,16,8
,0,93,6,5
,0,94,12,6
,0,95,11,2
,0,96,11,4
,0,97,5,8
,0,98,5,5
,0,99,9,6
,0,100,10,2
,0,101,10,4
,0,102,16,8
,0,103,6,5
,0,104,12,6
,0,105,11,2
,0,106,15,4
,0,107,5,8
,0,108,5,5
,0,109,9,6
,0,110,16,2
,0,111,16,4
,0,112,4,8
,0,113,6,5
,0,114,12,6
,0,115,15,2
,0,116,15,4
,0,117,9,8
,0,118,9,5
,0,119,13,6
,0,120,16,2
,0,121,4,4
,0,122,6,5
,0,123,12,6
,0,124,15,2
,0,125,15,4
,0,126,19,5
,0,127,20,6
,0,128,5,2
,0,129,6,4
,0,130,6,5
,0,131,14,6
,0,132,15,2
,0,133,15,4
,0,134,20,5
,0,135,5,6
,0,136,5,2
,0,137,17,4
,0,138,17,5
,0,139,8,6
,0,140,15,2
,0,141,15,4
,0,142,20,5
,0,143,13,6
,0,144,4,2
,0,145,2,4
,0,146,2,5
,0,147,3,6
,0,148,19,2
,0,149,19,4
,0,150,20,5
,0,151,13,6
,0,152,6,2
,0,153,2,4
,0,154,2,5
,0,155,3,6
,0,156,19,2
,0,157,19,4
,0,158,20,5
,0,159,18,6
,0,160,19,2
,0,161,20,4
,0,162,20,5
,0,163,18,6
,0,164,19,2
,0,165,20,4
,0,166,20,5
,0,167,10,6
,0,168,20,2
,0,169,20,4
,0,170,5,5
,0,171,10,6
,0,172,5,2
,0,173,3,4
,0,174,3,5
,0,175,15,6
,0,176,9,2
,0,177,3,4
,0,178,3,5
,0,179,15,6
,0,180,15,5
,0,181,10,6
,0,182,10,5
,0,183,16,6
,0,184,12,5
,0,185,14,6
,0,186,14,5
,0,187,17,6
,0,188,7,5
,0,189,8,6
,0,190,2,5
,0,191,15,6
,0,192,15,5
,0,193,16,6
,0,194,12,5
,0,195,17,6
,0,196,17,5
,0,197,2,6
,0,198,3,5
,0,199,15,6
,0,200,15,5
,0,201,4,6
,0,202,12,5
,0,203,17,6
,0,204,17,5
,0,205,7,5
,0,206,8,5
,0,207,3,5
,0,208,3,5
,0,209,11,5
,0,210,15,5
,0,211,20,5
,0,212,5,5
,0,213,5,5
,0,214,13,5
,0,215,13,5
,0,216,18,5
,0,217,10,5
,0,218,12,5
,0,219,12,5
,0,220,8,5
,0,221,11,5
,0,222,11,5
,0,223,5,5
,0,224,5,5
,0,225,13,5
,0,226,13,5
,0,227,18,5
,0,228,10,5
,0,229,11,5
,0,230,11,5
,0,231,5,5
,0,232,13,5
,0,233,18,5
,0,234,10,5
,0,235,10,5
,0,236,11,5
,0,237,11,5
,0,238,10,5
,0,239,10,5
