15-11-2023 17:24:11,,
,time,lbl_seq,lbl_loc,lbl_resource
,0,0,10,8
,0,1,14,3
,0,2,2,9
,0,3,9,5
,0,4,9,6
,0,5,1,7
,0,6,11,2
,0,7,3,4
,0,8,3,10
,0,9,15,1
,0,10,5,8
,0,11,18,3
,0,12,16,9
,0,13,9,5
,0,14,11,6
,0,15,10,7
,0,16,12,2
,0,17,12,4
,0,18,19,10
,0,19,19,1
,0,20,4,8
,0,21,16,3
,0,22,16,9
,0,23,8,5
,0,24,10,6
,0,25,10,7
,0,26,7,2
,0,27,17,4
,0,28,19,10
,0,29,13,1
,0,30,16,8
,0,31,8,3
,0,32,11,9
,0,33,11,5
,0,34,7,6
,0,35,7,7
,0,36,17,2
,0,37,19,4
,0,38,5,10
,0,39,20,1
,0,40,8,3
,0,41,10,9
,0,42,10,5
,0,43,7,6
,0,44,5,7
,0,45,18,2
,0,46,18,4
,0,47,4,10
,0,48,16,1
,0,49,6,9
,0,50,12,5
,0,51,17,6
,0,52,18,7
,0,53,20,2
,0,54,16,4
,0,55,16,10
,0,56,6,1
,0,57,1,9
,0,58,12,5
,0,59,19,6
,0,60,18,7
,0,61,16,2
,0,62,16,4
,0,63,9,10
,0,64,9,1
,0,65,15,9
,0,66,15,5
,0,67,18,6
,0,68,2,7
,0,69,9,2
,0,70,1,4
,0,71,8,10
,0,72,8,1
,0,73,19,9
,0,74,14,5
,0,75,4,6
,0,76,2,7
,0,77,9,2
,0,78,8,4
,0,79,3,10
,0,80,3,1
,0,81,7,5
,0,82,4,6
,0,83,6,7
,0,84,9,2
,0,85,8,4
,0,86,3,10
,0,87,15,1
,0,88,18,5
,0,89,20,6
,0,90,9,7
,0,91,1,2
,0,92,10,4
,0,93,10,10
,0,94,1,1
,0,95,4,5
,0,96,16,6
,0,97,8,7
,0,98,3,2
,0,99,10,4
,0,100,5,10
,0,101,8,1
,0,102,6,6
,0,103,12,7
,0,104,7,2
,0,105,13,4
,0,106,13,10
,0,107,11,1
,0,108,15,4
,0,109,14,10
,0,110,11,1
,0,111,16,4
,0,112,16,10
,0,113,11,1
,0,114,18,10
,0,115,4,10
,0,116,20,10
,0,117,20,10
,0,118,2,10
,0,119,20,10
