15-11-2023 17:24:11,,
,time,lbl_seq,lbl_loc,lbl_resource
,0,0,4,2
,0,1,6,3
,0,2,7,1
,0,3,4,5
,0,4,5,4
,0,5,5,2
,0,6,8,3
,0,7,1,1
,0,8,4,5
,0,9,4,2
,0,10,2,3
,0,11,5,1
,0,12,5,2
,0,13,8,3
,0,14,10,1
,0,15,10,2
,0,16,9,3
,0,17,4,1
,0,18,6,2
,0,19,2,3
,0,20,2,2
,0,21,5,3
,0,22,8,2
,0,23,3,3
,0,24,3,2
,0,25,10,3
,0,26,9,2
,0,27,4,3
,0,28,6,2
,0,29,9,3
,0,30,9,2
,0,31,4,3
,0,32,6,2
,0,33,7,2
,0,34,2,2
,0,35,5,2
,0,36,8,2
,0,37,1,2
,0,38,3,2
,0,39,10,2
,0,40,9,2
,0,41,4,2
,0,42,6,2
,0,43,7,2
,0,44,5,2
,0,45,5,2
,0,46,1,2
,0,47,10,2
,0,48,10,2
,0,49,9,2
,0,50,6,2
,0,51,7,2
,0,52,7,2
,0,53,5,2
,0,54,10,2
,0,55,9,2
,0,56,7,2
,0,57,7,2
,0,58,7,2
,0,59,7,2
