15-11-2023 17:24:11,,
,time,lbl_seq,lbl_loc,lbl_resource
,0,0,3,3
,0,1,20,9
,0,2,3,2
,0,3,14,3
,0,4,15,1
,0,5,16,5
,0,6,1,6
,0,7,12,1
,0,8,11,9
,0,9,3,7
,0,10,17,2
,0,11,18,9
,0,12,14,2
,0,13,14,9
,0,14,6,1
,0,15,8,9
,0,16,11,2
,0,17,8,1
,0,18,2,1
,0,19,3,2
,0,20,11,7
,0,21,2,1
,0,22,7,2
,0,23,8,10
,0,24,11,10
,0,25,3,10
,0,26,8,9
,0,27,9,7
,0,28,10,10
,0,29,9,7
,0,30,17,1
,0,31,1,6
,0,32,20,2
,0,33,11,3
,0,34,14,1
,0,35,3,7
,0,36,4,7
,0,37,4,7
,0,38,7,7
,0,39,18,2
,0,40,13,8
,0,41,12,7
,0,42,15,2
,0,43,8,1
,0,44,10,7
,0,45,8,5
,0,46,9,2
,0,47,1,8
,0,48,14,7
,0,49,8,3
,0,50,3,9
,0,51,18,9
,0,52,18,3
,0,53,12,7
,0,54,2,7
,0,55,17,10
,0,56,11,6
,0,57,9,6
,0,58,19,5
,0,59,20,2
,0,60,3,1
,0,61,1,1
,0,62,10,8
,0,63,11,9
,0,64,4,1
,0,65,15,1
,0,66,11,3
,0,67,13,3
,0,68,14,3
,0,69,20,1
,0,70,8,5
,0,71,16,1
,0,72,2,7
,0,73,18,5
,0,74,5,2
,0,75,17,2
,0,76,6,9
,0,77,14,3
,0,78,3,9
,0,79,16,7
,0,80,14,9
,0,81,10,4
,0,82,6,7
,0,83,6,10
,0,84,6,6
,0,85,4,1
,0,86,3,9
,0,87,20,4
,0,88,9,3
,0,89,20,2
,0,90,14,7
,0,91,12,5
,0,92,1,6
,0,93,16,1
,0,94,2,1
,0,95,8,8
,0,96,2,9
,0,97,10,6
,0,98,5,5
,0,99,3,3
,0,100,19,1
,0,101,19,1
,0,102,3,6
,0,103,5,9
,0,104,15,9
,0,105,5,7
,0,106,15,3
,0,107,17,6
,0,108,14,9
,0,109,10,9
,0,110,14,9
,0,111,2,8
,0,112,9,1
,0,113,17,7
,0,114,4,3
,0,115,15,2
,0,116,14,2
,0,117,5,6
,0,118,19,2
,0,119,20,5
,0,120,6,7
,0,121,14,3
,0,122,13,9
,0,123,4,2
,0,124,5,8
,0,125,4,2
,0,126,12,9
,0,127,5,2
,0,128,13,10
,0,129,14,5
,0,130,3,3
,0,131,3,6
,0,132,5,3
,0,133,9,8
,0,134,13,9
,0,135,12,3
,0,136,17,8
,0,137,7,8
,0,138,4,5
,0,139,15,1
,0,140,18,5
,0,141,12,9
,0,142,4,3
,0,143,13,6
,0,144,20,7
,0,145,14,9
,0,146,12,6
,0,147,4,9
,0,148,10,8
,0,149,12,4
,0,150,19,5
,0,151,7,5
,0,152,9,5
,0,153,2,3
,0,154,13,1
,0,155,11,3
,0,156,18,3
,0,157,4,1
,0,158,4,9
,0,159,12,3
,0,160,13,2
,0,161,10,8
,0,162,1,9
,0,163,9,6
,0,164,17,9
,0,165,17,5
,0,166,3,10
,0,167,3,3
,0,168,14,3
,0,169,14,1
,0,170,16,8
,0,171,1,8
,0,172,10,2
,0,173,16,3
,0,174,5,1
,0,175,20,6
,0,176,12,1
,0,177,16,8
,0,178,18,2
,0,179,17,10
,0,180,1,6
,0,181,20,8
,0,182,18,6
,0,183,2,8
,0,184,20,2
,0,185,7,7
,0,186,19,3
,0,187,1,9
,0,188,13,10
,0,189,19,9
,0,190,16,1
,0,191,2,3
,0,192,4,8
,0,193,20,7
,0,194,10,1
,0,195,20,7
,0,196,14,7
,0,197,11,8
,0,198,19,9
,0,199,18,3
,0,200,6,9
,0,201,14,3
,0,202,4,10
,0,203,14,9
,0,204,11,3
,0,205,10,4
,0,206,19,9
,0,207,14,7
,0,208,17,1
,0,209,20,6
,0,210,4,4
,0,211,1,1
,0,212,15,7
,0,213,13,9
,0,214,13,9
,0,215,6,6
,0,216,13,7
,0,217,15,9
,0,218,17,1
,0,219,12,3
,0,220,5,6
,0,221,17,1
,0,222,19,7
,0,223,10,7
,0,224,11,2
,0,225,4,5
,0,226,11,7
,0,227,11,10
,0,228,4,3
,0,229,15,7
,0,230,1,1
,0,231,12,5
,0,232,5,3
,0,233,3,2
,0,234,7,8
,0,235,15,3
,0,236,19,7
,0,237,19,6
,0,238,15,7
,0,239,11,1
