15-11-2023 17:24:11,,
,time,lbl_seq,lbl_loc,lbl_resource
,0,0,16,8
,0,1,16,3
,0,2,2,9
,0,3,4,5
,0,4,4,6
,0,5,5,7
,0,6,18,2
,0,7,18,4
,0,8,19,10
,0,9,19,1
,0,10,10,8
,0,11,8,3
,0,12,11,9
,0,13,11,5
,0,14,6,6
,0,15,6,7
,0,16,9,2
,0,17,16,4
,0,18,2,10
,0,19,20,1
,0,20,4,8
,0,21,14,3
,0,22,19,9
,0,23,7,5
,0,24,7,6
,0,25,10,7
,0,26,12,2
,0,27,12,4
,0,28,8,10
,0,29,8,1
,0,30,5,8
,0,31,18,3
,0,32,10,9
,0,33,10,5
,0,34,11,6
,0,35,1,7
,0,36,1,2
,0,37,16,4
,0,38,16,10
,0,39,13,1
,0,40,8,3
,0,41,1,9
,0,42,9,5
,0,43,9,6
,0,44,2,7
,0,45,20,2
,0,46,13,4
,0,47,13,10
,0,48,3,1
,0,49,15,9
,0,50,15,5
,0,51,16,6
,0,52,2,7
,0,53,17,2
,0,54,17,4
,0,55,19,10
,0,56,15,1
,0,57,6,9
,0,58,9,5
,0,59,20,6
,0,60,18,7
,0,61,7,2
,0,62,3,4
,0,63,3,10
,0,64,15,1
,0,65,16,9
,0,66,14,5
,0,67,18,6
,0,68,18,7
,0,69,7,2
,0,70,10,4
,0,71,10,10
,0,72,8,1
,0,73,16,9
,0,74,18,5
,0,75,17,6
,0,76,7,7
,0,77,3,2
,0,78,10,4
,0,79,9,10
,0,80,9,1
,0,81,12,5
,0,82,4,6
,0,83,10,7
,0,84,11,2
,0,85,1,4
,0,86,16,10
,0,87,16,1
,0,88,12,5
,0,89,19,6
,0,90,12,7
,0,91,9,2
,0,92,16,4
,0,93,20,10
,0,94,11,1
,0,95,8,5
,0,96,7,6
,0,97,8,7
,0,98,9,2
,0,99,19,4
,0,100,3,10
,0,101,11,1
,0,102,10,6
,0,103,9,7
,0,104,16,2
,0,105,15,4
,0,106,20,10
,0,107,11,1
,0,108,8,4
,0,109,20,10
,0,110,1,1
,0,111,8,4
,0,112,4,10
,0,113,6,1
,0,114,4,10
,0,115,5,10
,0,116,5,10
,0,117,14,10
,0,118,18,10
,0,119,3,10
